Part Number,Manufacturer,Description,External Id
131W1321-1103,Boeing,SLIDER,23282
131W1321-1104,Boeing,SLIDER,23283
131W1334-1401,Boeing,BOLT,23284
131W1335-1105,Boeing,ARM,23285
131W1338-1103,Boeing,BOLT,23286
131W1341-1101,Boeing,HANDLEAY,23287
131W1341-1102,Boeing,HANDLEAY,23288
131W1347-1101,Boeing,SPRING,23289
131W1347-1102,Boeing,SPRING,23290
131W1359-1201,Boeing,RING,23291
131W1364-1103,SPIRIT AEROSYSTEMS,CATCH,23292
131W1364-2103,Boeing,CATCH,23293
131W1364-4103,None Specified,CATCH,23294
131W1371-4201,Boeing,BRKT AY,23295
131W1421-1103,Boeing,SEAL,23296
131W1432-1101,Boeing,CRANK AY,23297
131W1433-1101,Boeing,SPRING,23298
131W1433-1102,Boeing,SPRING,23299
131W1433-1201,Boeing,SPRING,23300
131W1433-1202,Boeing,SPRING,23301
131W1434-1101,Boeing,FILLER,23302
131W1435-1101,Boeing,WASHER,23303
131W1510-1201,Boeing,HANDLEAY,23304
131W1510-1202,Boeing,HANDLEAY,23305
131W1510-4201,Boeing,HANDLEAY,23306
131W1510-4202,Boeing,HANDLEAY,23307
131W1511-1103,Boeing,HANDLE,23308
131W1525-1101,Boeing,SEAL,23309
131W1531-1103,Boeing,CLUTCH,23310
131W1531-1207,Boeing,CLUTCH,23311
131W1610-1101,Boeing,ACTUATO,23312
131W1626-1101,Boeing,PIN,23313
131W1631-1103,Boeing,ROLLERAY,23314
131W1631-1105,None Specified,ROLLR AY,23315
131W1631-1203,Boeing,ROLLERAY,23316
131W1631-1205,None Specified,ROLLR AY,23317
131W1631-2103,Boeing,ROLLERAY,23318
131W1631-2105,Boeing,ROLLER,23319
131W1631-2203,Boeing,ROLLERAY,23320
131W1631-2205,None Specified,ROLLR AY,23321
131W1631-4105,Boeing,ROLLERAY,23322
131W1631-4107,None Specified,ROLLR AY,23323
131W1631-4205,Boeing,ROLLERAY,23324
131W1631-4207,None Specified,ROLLR AY,23325
131W1632-1101,SPIRIT AEROSYSTEMS,GUIDE TRACK,23326
131W1632-1102,SPIRIT AEROSYSTEMS,GUIDE TRACK,23327
131W1632-2101,Boeing,TRACK,23328
131W1632-2102,Boeing,TRACK,23329
131W1632-2201,Boeing,TRACK,23330
131W1632-2202,Boeing,TRACK,23331
162W2010-3,Boeing,ENDCAP,23332
162W2011-1,Boeing,PIN AY,23333
162W2030-2,Boeing,LINK AY,23334
162W2031-1,Boeing,LINK AY,23335
162W2033-1,Boeing,LINK AY,23336
162W2046-1,Boeing,SHAFT,23337
162W2046-2,Boeing,SHAFT,23338
162W2048-1,Boeing,SLEEVE,23339
162W2049-3,Boeing,SPRING,23340
162W2054-1,Boeing,SHIM,23341
162W2055-1,Boeing,PLATE,23342
162W2057-1,Boeing,PIN,23343
162W2057-2,Boeing,PIN,23344
162W2059-1,Boeing,CRANK AY,23345
162W2066-1,Boeing,PIN AY,23346
16335,None Specified,RETAINER,23347
163LCP74,AIRBUS SAS,INDICATOR,23348
163U6008-2,Boeing,DRIVER,23349
163U6010-1,Boeing,GROMMET,23350
163W0106-2,Boeing,PLATE,23351
163W1006-1,Boeing,PIN,23352
163W1012-1,Boeing,SHOE,23353
163W1020-3,None Specified,SHOCK,23354
163W1033-2,Boeing,INDICATR,23355
1665,Cessna Citation Airframe Components & Spare Parts,LAMP,23356
16800-1,None Specified,SEAT ASSY - FIR,23357
16806-1,Weber Aircraft,ARMREST ASSY-IN,23358
16808-1,Weber Aircraft,HEADREST,23359
16808-3,None Specified,HEADREST,23360
16808-5,None Specified,COVER,23361
16810-1,None Specified,SEAT AY,23362
16813-1,Messier-Dowty Landing Gear Subsystems,"RING, RETAINING",23363
16813-15,None Specified,DRESS COVER,23364
16814-1,deHavilland Dash 7/8 & Twin Otter Airframe Spares,SPRING,23365
16814-15,None Specified,COVER,23366
16816-1,NO MFG INFO,BACKREST CUSHIO,23367
16816-15,Aviall Inventory Listing,DRESS COVER,23368
16817-1,deHavilland Dash 7/8 & Twin Otter Airframe Spares,SPRING,23369
16818-1,deHavilland Dash 7/8 & Twin Otter Airframe Spares,SPRING SEAT COM,23370
16827-1,Resource Data Pricing (Map to AVL),POUCH ASSY,23371
16921-5,None Specified,PIN,23372
16932-1,NO MFG INFO,BACKREST CUSHIO,23373
16932-15,Aviall Inventory Listing,DRESS COVER,23374
16933-1,None Specified,CUSHION,23375
16933-15,Aviall Inventory Listing,DRESS COVER,23376
16941-3,None Specified,BRACKET,23377
16941-4,None Specified,BRACKET,23378
16990-1,None Specified,FITTING,23379
16992-3,Weber Aircraft,HINGE,23380
16996-1,None Specified,BLOCK,23381
16997-1,None Specified,TABLE,23382
16D120,AIRBUS SAS,VALVE,23383
170-001-150,None Specified,BREAKER,23384
170-001-200,None Specified,BREAKER,23385
170-15647-990,None Specified,SUNSHADE,23386
2615,AIRBUS SAS,VALVE,23387
2/1/2620,None Specified,CLOCK,23388
2633-8,None Specified,TUBE AY,23389
263BA101-2,AIRBUS SAS,BATTERY,23390
263BC101-1,None Specified,BATTERY CHARGER,23391
263BC101-2,AIRBUS SAS,CHARGER,23392
26405,Cessna Aircraft Airrframe Components & Spare Parts,RHEOSTAT,23393
2651-278-13,Collins Avionics Components & Spare Parts,"VALVE: BALL,LAV",23394
267-5,None Specified,CHILLER,23395
2670282M2,Resource Data Pricing (Map to AVL),VALVE AY,23396
267SV,AIRBUS SAS,REFRIGERATION U,23397
2704442-5,Honeywell GA Components & Spare Parts,STARTER MOTOR,23398
2704470-3,Honeywell GA Components & Spare Parts,ALAD 777 MOTOR,23399
2704474-2,Honeywell Commercial Airline Components & Spare Pa,CONTROL,23400
2704474-5,Honeywell GA Components & Spare Parts,CONTROLLER,23401
2704488-2,Honeywell GA Components & Spare Parts,MOTOR,23402
271T0001-3,None Specified,"MODULE ASSY, FI",23403
271T0003-1,Boeing,CASE,23404
271T0044-1,Boeing,CASE,23405
271W5212-1,Boeing,ADAPTER,23406
271W5212-2,Boeing,ADAPTER,23407
272W6111-12,Boeing,BRACKET,23408
272W6111-13,Goodrich Wheel & Brake Components & Spare Parts,BRACKET ASSY,23409
272W6112-18,None Specified,BRACKET,23410
272W6112-19,Boeing,BRACKET,23411
272W6161-1,TBA,BRACKET,23412
272W6161-4,Boeing,BRACKET,23413
272W9620-1,Boeing,BRACKET,23414
273004,Raytheon Aircraft Airframe Componenst and Spare Pa,"FUSE, SUBMINI,",23415
273N1051-1,Boeing,CRANK AY,23416
273N4180-1,Boeing,RETAINER,23417
273T0050-2,Boeing,STRAP,23418
273T0050-3,Boeing,STRAP,23419
273T0050-4,Boeing,STRAP,23420
2740650-3,None Specified,ACTUATOR,23421
2740650-4,Honeywell GA Components & Spare Parts,ACTUATOR,23422
2741124-3,Honeywell GA Components & Spare Parts,"ACTUATOR, ROTAR",23423
274N1051-3,None Specified,VALVE ASSEMBLY,23424
274N1098-1,Boeing,SLIDE,23425
274T4629-4,Boeing,PLUG,23426
275N2104-1,Boeing,RETAINER,23427
27660-08,None Specified,"REGULATOR,OXYGE",23428
2780222-7,Honeywell GA Components & Spare Parts,RAM AIR TURBINE,23429
2780226-3,Honeywell GA Components & Spare Parts,GROUND CHECKOUT,23430
2783182-3,Honeywell GA Components & Spare Parts,GENERATOR CONTR,23431
2790475-103,AIRBUS SAS,PRESSURE RELIEF,23432
2790481-102,None Specified,VALVE AY,23433
2790511-101,None Specified,VALVE AY,23434
2790521-102,None Specified,VALVE,23435
281131-11,None Specified,SEAL,23436
281131-13,None Specified,SEAL,23437
281131-14,None Specified,SEAL,23438
281131-2,None Specified,SEAL,23439
281131-20,None Specified,SEAL,23440
281131-23,None Specified,SEAL,23441
372-079-002,AIRBUS SAS,IND,23442
37870,Goodrich (Lucas) Electrical Component Spare Parts,ROLLER,23443
3791559-105,None Specified,COMPENSATOR ASS,23444
38-775-1,None Specified,VALVE ASSEMBLY,23445
3800550-1,Honeywell GA Components & Spare Parts,GTCP331-500B AP,23446
3810630-8,Honeywell GA Components & Spare Parts,SEAL,23447
3810650-1,Honeywell GA Components & Spare Parts,SEAL,23448
3810651-1,Honeywell GA Components & Spare Parts,SEAL ACCESS DR,23449
3820007-106,Resource Data Pricing (Map to AVL),VALVE AY,23450
38241,None Specified,SEAL ,23451
38261,Goodrich (Lucas) Electrical Component Spare Parts,SCREW,23452
38263,Goodrich (Lucas) Electrical Component Spare Parts,SCREW,23453
38264,Goodrich (Lucas) Electrical Component Spare Parts,SHAFT,23454
38271,Goodrich (Lucas) Electrical Component Spare Parts,NEEDLE,23455
38327,Goodrich (Lucas) Electrical Component Spare Parts,RING,23456
3844518-1,Honeywell GA Components & Spare Parts,PLUG BORESCOPE,23457
387,Norman Lamps,INDICATOR LIGHT,23458
3870075-101,Boeing,VALVE AY,23459
3876211-3,Honeywell Aerospace,LOW OIL QUANTIT,23460
3876212-1,Honeywell GA Components & Spare Parts,"TRANSDUCER, MOT",23461
3876214-2,Honeywell GA Components & Spare Parts,THERMOCOUPLE EX,23462
3876217-1,None Specified,SENSOR,23463
3876218-1,Honeywell GA Components & Spare Parts,"SENSOR, TOTAL P",23464
3876219-2,Honeywell,SENSOR,23465
3876278-3,Honeywell GA Components & Spare Parts,STRAP LKG XDCR,23466
3882496-1,Honeywell,"FILTER ELEMENT,",23467
3883431-2,Honeywell GA Components & Spare Parts,CASE FUEL NOZ,23468
3883453-1,None Specified,FUEL NOZZLE,23469
3883688-1,Honeywell GA Components & Spare Parts,MANIFOLD FUEL P,23470
3883689-1,Honeywell GA Components & Spare Parts,MANIFOLD FUEL S,23471
3883766-1,Honeywell GA Components & Spare Parts,TUBE IGV & SRG,23472
3883851-1,Honeywell GA Components & Spare Parts,TUBE IGV & SRG,23473
3884818-2,Honeywell GA Components & Spare Parts,"ADAPTER, PIPE,",23474
3884821-2,Honeywell GA Components & Spare Parts,"DUCT, ATS ADAPT",23475
3884863-7,Honeywell GA Components & Spare Parts,PNEUMATIC CLUST,23476
3888275-10,Honeywell GA Components & Spare Parts,IGNITION,23477
3888283-2,Honeywell GA Components & Spare Parts,"LEAD,ELECTRICAL",23478
3888283-4,Honeywell GA Components & Spare Parts,"LEAD,ELECTRICAL",23479
3888345-1,Honeywell GA Components & Spare Parts,BOSS,23480
3888364-4,Honeywell GA Components & Spare Parts,HARNESS ASSY WR,23481
3890010-103,AIRBUS SAS,Pressure Relief,23482
3910014-103,None Specified,VALVE AY,23483
3910015-103,None Specified,VALVE AY,23484
3910027-103,None Specified,VALVE AY,23485
3910028-104,None Specified,VALVE AY,23486
3910031-105,AIRBUS SAS,VALVE AY,23487
3910032-104,AIRBUS SAS,VALVE AY,23488
3910036-101,AIRBUS SAS,VALVE AY,23489
3930007-105,None Specified,VALVE AY,23490
3930021-105,None Specified,VALVE AY,23491
398774-9,Honeywell GA Components & Spare Parts,"VALVE, SHUTOFF",23492
3A001-1129,IPECO,SPACER - THIGH,23493
3A001-1361,IPECO,SHAFT STRAP ANC,23494
3A044-0157,None Specified,SPACER,23495
3A090-0757,IPECO,CORD,23496
52900-013,None Specified,52900-013,23497
52900-014,TBA,LAMP,23498
52900-015,None Specified,52900-015,23499
52900-016,TBA,LAMP,23500
53671-2,TBA,RCPT,23501
53727-23,TBA,STRUT AY,23502
53727-24,TBA,ROD AY,23503
53727-25,TBA,STRUT AY,23504
53728-23,TBA,STRUT AY,23505
54HC00,TBA,CIRCUIT,23506
54HC32,TBA,CIRCUIT,23507
54HC393,TBA,CIRCUIT,23508
55-2108-1,Honeywell Commercial Airline Components & Spare Pa,LAMP (KANBAN),23509
550-1,TBA,ROLLER,23510
5511F2,Jamco America,DRAIN VALVE,23511
5516ELM1,TBA,PANEL,23512
5560-25H,TBA,RING,23513
557B071NF230S,Jamco America,BACKSHELL,23514
557B071NF533S,Jamco America,BACKSHELL,23515
557T071NF332S,Goodrich Seating Components & Spare Parts,BACKSHELL,23516
56-2500-2,TBA,ADAPTER,23517
56-2500-3,TBA,ADAPTER,23518
56-2501,TBA,POPPET,23519
56-2502,TBA,LINKAGE,23520
56-2503-1,TBA,DASHPOT,23521
56-2504,TBA,FLAPPER,23522
56-2554,TBA,ADAPTER,23523
56090-14,TBA,PIN,23524
56090-15,TBA,PIN,23525
56090-17,TBA,PIN,23526
56090-19,TBA,PIN AY,23527
56090-26,TBA,PIN AY,23528
561-228-750,TBA,TURNBUCK,23529
561-251-462,TBA,ADAPTER,23530
5610-320-62,TBA,WASHER,23531
565-100-136,TBA,TURNBUCK,23532
565-250-000,TBA,DETENT,23533
565-298-101,TBA,CABLE AY,23534
567-101,TBA,STRAP,23535
567-102,TBA,STRAP,23536
567-103,TBA,STRAP,23537
5673-644,TBA,SEAL,23538
5673-716,TBA,SEAL,23539
5673-883,TBA,SEAL,23540
5673-884,TBA,SEAL,23541
5673-885,TBA,SEAL,23542
5673-886,TBA,SEAL,23543
5673-887,TBA,SEAL,23544
5673-889,TBA,SEAL,23545
5673-890,TBA,SEAL,23546
5673-892,TBA,SEAL,23547
568-1-29115-002,Vickers Fluid System Components and Spare Parts,"PUMP,BOOST,TYPE",23548
568-1-29116-001,Vickers Fluid System Components and Spare Parts,"CANISTER,TYPE:9",23549
568-1-29117-002,Vickers Fluid System Components and Spare Parts,"PUMP,TYPE:9108,",23550
568-1-29118-002,Vickers Fluid System Components and Spare Parts,"CANISTER,TYPE:9",23551
9599-607-19993,AIRBUS SAS,RADIO-ALTIMETER,23552
9643,None Specified,HORN,23553
96431-10,None Specified,HOSE AY,23554
96431-9,Valtec Control Valves,96431-9,23555
964D100-1,Vickers Fluid System Components and Spare Parts,PDU,23556
9682,Jamco America,END CAP,23557
968214-6,Honeywell GA Components & Spare Parts,VALVE ASSY PRES,23558
96D10440-1,TBA,SEAL AY,23559
9700G2ABF10A,AIRBUS SAS,OXYGEN UNIT: PO,23560
972952,Vickers Fluid System Components and Spare Parts,PUMP,23561
973930,AIRBUS SAS,PUMP,23562
9781-2,Resource Data Pricing (Map to AVL),LATCH,23563
9782-2,TBA,KEEPER,23564
980-4700-042,Honeywell GA Components & Spare Parts,FLIGHT DATA REC,23565
9834-100,Resource Data Pricing (Map to AVL),FAUCET,23566
9853,TBA,VALVE,23567
9923-13,TBA,HINGE AY,23568
9923-16,TBA,ARM,23569
9923-17,TBA,ARM,23570
9923-18,TBA,HINGE,23571
99592-632055-1,TBA,SPEAKER,23572
9976-32,TBA,LATCH,23573
997635,Vickers Fluid System Components and Spare Parts,MOTORPUM,23574
99871P098,TBA,RECEPTCL,23575
999-4-41485-002,Vickers Fluid System Components and Spare Parts,HEAD,23576
999-4-41500-038,Vickers Fluid System Components and Spare Parts,"SCREW,TRANSIT,L",23577
99C55007-111,TBA,VALVE AY,23578
99C55008-101,TBA,VALVE AY,23579
99C55201-121,TBA,VALVE AY,23580
99C55202-101,None Specified,valve assy,23581
99C55203-111,TBA,VALVE AY,23582
99C55480-101,AIRBUS SAS,SNUBBER,23583
99C55620-101,TBA,VALVE AY,23584
9R3528,TBA,RESTRCTR,23585
A103ET,Raytheon Aircraft Airframe Componenst and Spare Pa,NUT,23586
A115-20,TBA,WASHER,23587
A120-77,TBA,NUT,23588
A12SA,AIRBUS SAS,MEGAPHONE-HAND,23589
A20308AM1,Jamco America,SWITCH,23590
A23-141,TBA,MOUNT,23591
A23541-3S,Raytheon Aircraft Airframe Componenst and Spare Pa,LATCH,23592
A3-1251,BAE Systems,"SWITCH, TOGGLE",23593
A3-1268,BAE Systems,"SWITCH, TOGGLE",23594
A3-40-625-12,TBA,LATCH,23595
A32014-3,TBA,STRIKER,23596
A3427-101,TBA,ROD AY,23597
A3428-101,TBA,ROD AY,23598
A35010A1P,Bombardier,LATCH-ASSY RETA,23599
A35502-7,BE Aerospace,"LATCH, A35502-7",23600
A38103-4,None Specified,"VALVE ASSEMBLY,",23601
A39019-1B,TBA,LATCH AY,23602
A4-1131,TBA,SWITCH,23603
A4-1132,TBA,SWITCH,23604
A6850C5,Honeywell GA Components & Spare Parts,COCKPIT LIGHT,23605
A700296-25,None Specified,SPACER,23606
RSE500402,TBA,BASE,23607
RSE500403,TBA,BASE,23608
RSE500404,TBA,BASE,23609
RSE500411,TBA,BASE,23610
RSE500412,TBA,BASE,23611
RUE8S,TBA,LOCKPIN,23612
RV05-362,Resource Data Pricing (Map to AVL),"VALVE, RELIEF",23613
S055-0030-00,TBA,MIC,23614
S10F5DL12BN,TBA,SCREW,23615
S10F8DL12BN,TBA,SCREW,23616
S10F9DL12BN,TBA,SCREW,23617
S1105-01,TBA,VALVE,23618
S1124-2,TBA,ENDCAP,23619
S151-0040-00,None Specified,"PANEL,CONTROL,E",23620
S18489-3,None Specified,S18489-3,23621
S200-0012-00,CESSNA CITATION,"RECORDER, COCKP",23622
S21011-23ALT,Goodrich Seating Components & Spare Parts,CHANNEL-RUB STR,23623
S21011-25ALT,Goodrich Seating Components & Spare Parts,CHANNEL-RUB STR,23624
S21011-35ALT,Goodrich Seating Components & Spare Parts,CHANNEL-RUB STR,23625
S21012-11ALT,Goodrich Seating Components & Spare Parts,COVER-RUB STRIP,23626
S21012-25ALT,Goodrich Seating Components & Spare Parts,COVER-RUB STRIP,23627
S21012-29ALT,NO MFG INFO,COVER-RUB STRIP,23628
S21012-31ALT,Goodrich Seating Components & Spare Parts,COVER-RUB STRIP,23629
S21012-3ALT,Goodrich Seating Components & Spare Parts,COVER-RUB STRIP,23630
S21012-49ALT,None Specified,END COVER,23631
S233W110-6003,TBA,LTPLATE,23632
S41422,None Specified,GLIDE SLOPE ANT,23633
S65-147-7,Resource Data Pricing (Map to AVL),"ANTENNA,LOCALIZ",23634
S67-1575-133,Resource Data Pricing (Map to AVL),GPS ANTENNA,23635
S67-2002-18,Resource Data Pricing (Map to AVL),LOW RANGE RADIO,23636
S70027-1ALT,Goodrich Seating Components & Spare Parts,CAP-END CORNER,23637
S70027-3ALT,Goodrich Seating Components & Spare Parts,CAP-END FLAT RU,23638
S70027-7ALT,Goodrich Seating Components & Spare Parts,CAP-END  RUB ST,23639
S8154-370C010,Honeywell GA Components & Spare Parts,WASHER SHIM,23640
S8990-015,Honeywell GA Components & Spare Parts,PACKING,23641
S8990-605,Honeywell GA Components & Spare Parts,PACKING-PREFOR,23642
S9026G221,Honeywell GA Components & Spare Parts,PACKING,23643
S9412-012,Honeywell GA Components & Spare Parts,PACKING,23644
S9413-015,None Specified,PACKING,23645
S9413-214,Honeywell GA Components & Spare Parts,PACKING,23646
SA18-44A1-501,None Specified,BEARING,23647
SA808-101,TBA,KNOB,23648
SAM222-19,Resource Data Pricing (Map to AVL),DUAL LATCH ASSY,23649
SAM223,TBA,LATCH,23650
SAM223-11,Resource Data Pricing (Map to AVL),LATCH ASSY,23651
SAM228-2,TBA,LATCH,23652
SAM254-1,Jamco America,COVER ASSY,23653
SAM261-1,None Specified,LATCH ASSY.,23654
SAM273-1,TBA,HINGE,23655
SAM427-7,TBA,RETAINER,23656
SAT28-43A1-501,TBA,BEARING,23657
SAT42-56B1-502,TBA,BEARING,23658
SC2253AD01,TBA,DECODER,23659
SC4804,Honeywell GA Components & Spare Parts,BOLT,23660
SD010001,TBA,SKID,23661
113W2100-13,Boeing,FLAP AY,23662
113W2100-14,Boeing,FLAP AY,23663
113W2100-19,Boeing,FLAP AY,23664
113W2100-20,Boeing,FLAP AY,23665
113W2100-23,None Specified,FLAP AY,23666
113W2100-24,None Specified,FLAP AY,23667
113W2157-1,Boeing,NUT,23668
113W2157-11,Boeing,WASHER,23669
113W2157-13,Boeing,WASHER,23670
113W2157-19,None Specified,NUT,23671
113W2157-21,None Specified,WASHER,23672
113W2157-3,Boeing,WASHER,23673
113W2157-5,Boeing,NUT,23674
113W2157-9,Boeing,WASHER,23675
113W2158-1,Boeing,STRIP,23676
113W2180-15,Boeing,SEAL,23677
113W2180-16,Boeing,SEAL,23678
113W2180-17,None Specified,SEAL,23679
113W2180-18,None Specified,SEAL,23680
113W2180-7,Boeing,SEAL,23681
113W2180-9,Boeing,SEAL,23682
113W2185-1,Boeing,SEAL,23683
113W2344-1,Boeing,COVER AY,23684
113W2700-10,Boeing,FLAP AY,23685
113W2700-5,Boeing,FLAP AY,23686
113W2700-6,None Specified,RH IB Aft Flap,23687
113W2700-9,Boeing,FLAP AY,23688
113W2724-1,Boeing,WASHER,23689
113W2724-3,Boeing,WASHER,23690
113W2724-5,Boeing,WASHER,23691
113W2755-3,Boeing,GUIDE,23692
113W2756-1,Boeing,BOLT,23693
113W2756-13,Boeing,BOLT,23694
113W2756-15,Boeing,BOLT,23695
113W2756-17,Boeing,BOLT AY,23696
113W2756-3,Boeing,BOLT AY,23697
113W3002-1,Boeing,SHIM,23698
113W3002-11,Boeing,SHIM,23699
113W3002-13,Boeing,SHIM,23700
113W3002-15,Boeing,SHIM,23701
113W3002-17,Boeing,SHIM,23702
113W3002-19,Boeing,SHIM,23703
113W3002-21,Boeing,SHIM,23704
113W3002-23,Boeing,SHIM,23705
113W3002-25,Boeing,SHIM,23706
113W3002-27,Boeing,SHIM,23707
113W3002-29,None Specified,SHIM,23708
113W3002-3,Boeing,SHIM,23709
113W3002-5,Boeing,SHIM,23710
113W3002-7,Boeing,SHIM,23711
113W3002-9,Boeing,SHIM,23712
113W3003-11,Boeing,FLAP AY,23713
113W3003-12,Boeing,FLAP AY,23714
113W3003-13,Boeing,FLAP AY,23715
113W3003-14,Boeing,FLAP AY,23716
131W1632-2401,Boeing,TRACK,23717
131W1632-2402,Boeing,TRACK,23718
131W1632-4101,Boeing,TRACK,23719
131W1632-4102,Boeing,TRACK,23720
131W1632-4201,Boeing,TRACK,23721
131W1632-4202,Boeing,TRACK,23722
131W1632-4403,None Specified,TRACK,23723
131W1632-4404,None Specified,TRACK,23724
131W1638-1103,Boeing,ROLLER,23725
131W1642-1201,Boeing,WASHER,23726
131W1642-1301,Boeing,WASHER,23727
131W1660-1101,None Specified,TRACK AY,23728
131W1660-1102,None Specified,TRACK AY,23729
131W1660-2101,Boeing,TRACK AY,23730
131W1660-2102,Boeing,TRACK AY,23731
131W1660-4101,None Specified,TRACK AY,23732
131W1660-4102,None Specified,TRACK AY,23733
131W1660-6101,None Specified,TRACK AY,23734
131W1660-6102,None Specified,TRACK AY,23735
131W1662-1101,Boeing,FTG AY,23736
131W1662-1102,Boeing,FTG AY,23737
131W1662-1103,None Specified,FITTING,23738
131W1662-1104,Boeing,FITTING,23739
131W1671-1101,Boeing,ARM AY,23740
131W1680-1101,Boeing,PUSH RO,23741
131W1701-1105,Boeing,LOCK AY,23742
131W1701-1106,Boeing,LOCK AY,23743
131W1811-1103,Boeing,HOOK AY,23744
131W1811-1104,Boeing,HOOK AY,23745
131W1812-1103,Boeing,INTERLCK,23746
131W1812-1104,Boeing,LOCK AY,23747
131W1813-1101,Boeing,FTG AY,23748
131W1813-1102,Boeing,FTG AY,23749
131W1813-1201,Boeing,FTG AY,23750
131W1813-1202,Boeing,FTG AY,23751
131W1813-4101,Boeing,FTG AY,23752
131W1813-4102,Boeing,FTG AY,23753
131W1813-4201,Boeing,FTG AY,23754
131W1813-4202,Boeing,FTG AY,23755
131W1814-1103,Boeing,FTG AY,23756
131W1814-1104,Boeing,FTG AY,23757
131W1815-1103,Boeing,SPRING,23758
131W1815-1104,Boeing,SPRING,23759
131W1816-1101,Boeing,ROLLR AY,23760
131W1820-1103,None Specified,TUBE AY,23761
131W1820-1104,None Specified,TUBE AY,23762
131W1840-1103,Boeing,BAR,23763
131W1851-1203,Boeing,BRACKET,23764
131W1851-1301,Boeing,BRKT AY,23765
131W1855-1101,Boeing,CHAIN AY,23766
131W1855-1201,Boeing,CHAIN AY,23767
131W1880-1111,None Specified,HANDLE,23768
131W1880-1112,None Specified,HANDLE,23769
131W1880-1113,None Specified,HANDLE,23770
131W1880-1114,None Specified,HANDLE,23771
170-15648-990,Aviall Inventory Listing,SUNSHADE,23772
170-15649-990,Resource Data Pricing (Map to AVL),SUNSHADE,23773
170-15650-990,None Specified,SUNSHADE,23774
1701731,HAMILTON SUNDSTRAND,SHAFT,23775
1701768,HAMILTON SUNDSTRAND,GENERATO,23776
17125-1,Aviall Inventory Listing,UPPER BEARING,23777
1721F4,None Specified,"TRANSMITTER,LIQ",23778
1728B,MESSIER,FITTING,23779
1736,Raytheon Aircraft Airframe Componenst and Spare Pa,LUBRICATION FIT,23780
173W2720-3,Boeing,BUSHING,23781
173W7110-1,Boeing,TIP,23782
173W8001-1,Boeing,SEAL,23783
173W8001-10,Boeing,SEAL AY,23784
173W8001-2,Boeing,SEAL,23785
173W8001-26,Boeing,SEAL,23786
173W8001-27,Boeing,SEAL,23787
173W8001-28,Boeing,SEAL,23788
173W8001-33,None Specified,SEAL,23789
173W8001-34,None Specified,SEAL,23790
173W8001-36,None Specified,SEAL,23791
173W8001-6,None Specified,SHIM,23792
173W8001-8,None Specified,SHIM,23793
174095-14,Raytheon Aircraft Airframe Componenst and Spare Pa,OXYGEN MASK ASS,23794
174097-11,Resource Data Pricing (Map to AVL),MASK,23795
1742F6,None Specified,LCM UNIT,23796
1742F9,NO MFG INFO,LCM LEVEL SENSO,23797
1743705,Resource Data Pricing (Map to AVL),FILTER,23798
1744B1,None Specified,FITTING LUBRICA,23799
175W1151-1,Boeing,SEAL,23800
175W1151-10,Boeing,SEAL,23801
175W1151-12,Boeing,SEAL,23802
175W1151-14,Boeing,SEAL,23803
175W1151-16,Boeing,SEAL,23804
175W1151-23,Boeing,SEAL,23805
175W1151-24,Boeing,SEAL,23806
175W1151-25,Boeing,SEAL,23807
175W1151-26,Boeing,SEAL,23808
175W1151-27,Boeing,SEAL,23809
175W1151-28,Boeing,SEAL,23810
175W1151-29,Boeing,SEAL,23811
175W1151-3,Boeing,SEAL,23812
175W1151-30,Boeing,SEAL,23813
175W1151-31,Boeing,SEAL,23814
175W1151-32,Boeing,SEAL,23815
175W1151-33,Boeing,SEAL,23816
175W1151-36,Boeing,SEAL,23817
175W1151-5,Boeing,SEAL,23818
175W1151-7,Boeing,SEAL,23819
175W1151-9,Boeing,SEAL,23820
175W5203-3,None Specified,PLATE AY,23821
175W5203-5,None Specified,PLATE AY,23822
175W5205-3,None Specified,PLATE AY,23823
175W5205-5,None Specified,PLATE AY,23824
175W5209-3,TBA,PLATE AY,23825
175W5209-5,None Specified,PLATE AY,23826
281131-24,None Specified,SEAL,23827
281131-25,None Specified,SEAL,23828
281131-4,None Specified,SEAL,23829
281131-5,None Specified,SEAL,23830
281131-6,None Specified,SEAL,23831
281131-8,None Specified,SEAL,23832
284A3112-8,None Specified,RING,23833
284N1505-6,SPIRIT,GROUNDING WRIST,23834
284T0052-33,AIRBUS SAS,RADOME ASSY,23835
284T0052-39,AIRBUS SAS,RADOME 777-200,23836
284T0383-2,Boeing,SEAL,23837
284T0383-3,Boeing,SEAL,23838
284T0593-1,Boeing,RETAINER,23839
284T0714-1,Boeing,GASKET,23840
284T0743-2,Boeing,SW GUARD,23841
284T0748-1,Boeing,GASKET,23842
284T1156-1,Boeing,STRIP,23843
284T1156-2,Boeing,STRIP,23844
284T1156-3,Boeing,STRIP,23845
284T1156-4,Boeing,STRIP,23846
284W3037-7,Boeing,ANTEN AY,23847
284W3081-2,Boeing,GASKET,23848
284W4040-10,Boeing,RTNR AY,23849
284W4040-11,Boeing,FRAME AY,23850
284W4040-14,Boeing,RTNR AY,23851
284W4040-19,Boeing,LIGHT AY,23852
284W4040-3,None Specified,FRAME,23853
284W4040-7,Boeing,RTNR AY,23854
284W5240-2,Boeing,LIGHT A,23855
284W8043-1,Boeing,SUPTBRKT,23856
284W8051-1,Boeing,HOOK,23857
285W0015-102,BAE Systems,WEU,23858
285W0017-101,Boeing,MDULE AY,23859
